Date,Close
2009-03-18,66.0
2009-03-27,73.0
2009-03-30,71.0
2009-03-31,72.0
2009-04-01,72.0
2009-04-02,76.0
2009-04-06,76.0
2009-04-08,78.0
2009-04-09,80.0
2009-04-13,79.0
2009-04-15,79.0
2009-04-16,80.0
2009-04-17,80.0
2009-04-20,80.0
2009-04-21,79.0
2009-04-22,79.0
2009-04-23,81.0
2009-04-24,82.0
2009-04-27,82.0
2009-04-28,80.0
2009-04-29,83.0
2009-05-04,87.0
2009-05-05,88.0
2009-05-06,88.0
2009-05-07,88.0
2009-05-08,85.0
2009-05-11,86.0
2009-05-12,85.0
2009-05-13,88.0
2009-05-14,87.0
2009-05-15,88.0
2009-05-18,90.0
2009-05-19,102.0
2009-05-20,102.0
2009-05-21,96.0
2009-05-22,100.0
2009-05-25,99.0
2009-05-26,98.0
2009-05-27,100.0
2009-05-28,101.0
2009-05-29,103.0
2009-06-01,104.0
2009-06-02,103.0
2009-06-03,105.0
2009-06-04,106.0
2009-06-05,107.0
2009-06-08,106.0
2009-06-09,106.0
2009-06-10,113.0
2009-06-11,111.0
2009-06-12,110.0
2009-06-15,110.0
2009-06-16,107.0
2009-06-17,103.0
2009-06-18,102.0
2009-06-19,103.0
2009-06-22,103.0
2009-06-23,101.0
2009-06-24,103.0
2009-06-25,103.0
2009-06-26,102.0
2009-06-29,106.0
2009-06-30,104.0
2009-07-01,104.0
2009-07-02,104.0
2009-07-03,104.0
2009-07-06,102.0
2009-07-07,99.0
2009-07-08,100.0
2009-07-09,99.0
2009-07-10,99.0
2009-07-13,94.0
2009-07-14,99.0
2009-07-15,100.0
2009-07-16,102.0
2009-07-17,102.0
2009-07-20,106.0
2009-07-21,107.0
2009-07-22,104.0
2009-07-23,106.0
2009-07-24,108.0
2009-07-27,110.0
2009-07-28,108.0
2009-07-29,106.0
2009-07-30,109.0
2009-07-31,109.0
2009-08-03,111.0
2009-08-04,110.0
2009-08-05,112.0
2009-08-06,110.0
2009-08-07,108.0
2009-08-10,106.0
2009-08-11,109.0
2009-08-12,107.0
2009-08-13,108.0
2009-08-14,108.0
2009-08-17,107.0
2009-08-18,107.0
2009-08-19,105.0
2009-08-20,107.0
2009-08-21,108.0
2009-08-24,109.0
2009-08-25,112.0
2009-08-26,111.0
2009-08-27,112.0
2009-08-28,113.0
2009-08-31,112.0
2009-09-01,111.0
2009-09-02,113.0
2009-09-03,113.0
2009-09-04,113.0
2009-09-07,113.0
2009-09-08,115.0
2009-09-09,116.0
2009-09-10,117.0
2009-09-11,116.0
2009-09-14,116.0
2009-09-15,117.0
2009-09-16,116.0
2009-09-17,118.0
2009-09-18,119.0
2009-09-22,119.0
2009-09-23,118.0
2009-09-24,116.0
2009-09-25,118.0
2009-09-29,119.0
2009-09-30,119.0
2009-10-01,121.0
2009-10-05,120.0
2009-10-06,118.0
2009-10-07,119.0
2009-10-08,123.0
2009-10-09,116.0
2009-10-12,118.0
2009-10-13,118.0
2009-10-14,118.0
2009-10-15,120.0
2009-10-16,118.0
2009-10-20,120.0
2009-10-21,120.0
2009-10-22,116.0
2009-10-23,118.0
2009-10-26,116.0
2009-10-27,113.0
2009-10-28,113.0
2009-10-29,111.0
2009-10-30,112.0
2009-11-03,110.0
2009-11-04,109.0
2009-11-05,110.0
2009-11-06,113.0
2009-11-09,113.0
2009-11-10,113.0
2009-11-11,114.0
2009-11-12,115.0
2009-11-13,114.0
2009-11-16,116.0
2009-11-17,118.0
2009-11-18,117.0
2009-11-19,116.0
2009-11-20,115.0
2009-11-23,117.0
2009-11-24,118.0
2009-11-25,119.0
2009-11-26,118.0
2009-11-27,114.0
2009-11-30,119.0
2009-12-01,119.0
2009-12-02,119.0
2009-12-03,120.0
2009-12-04,120.0
2009-12-07,120.0
2009-12-08,120.0
2009-12-09,121.0
2009-12-10,119.0
2009-12-11,123.0
2009-12-14,120.0
2009-12-15,121.0
2009-12-16,121.0
2009-12-17,122.0
2009-12-18,120.0
2009-12-21,118.0
2009-12-22,118.0
2009-12-23,120.0
2009-12-24,124.0
2009-12-29,122.0
2009-12-30,122.0
2009-12-31,124.0
2010-01-04,124.0
2010-01-05,125.0
2010-01-06,124.0
2010-01-07,123.0
2010-01-08,124.0
2010-01-11,124.0
2010-01-12,124.0
2010-01-13,124.0
2010-01-14,126.0
2010-01-15,126.0
2010-01-18,126.0
2010-01-19,124.0
2010-01-20,124.0
2010-01-21,121.0
2010-01-22,119.0
2010-01-25,119.0
2010-01-27,116.0
2010-01-28,116.0
2010-01-29,116.0
2010-02-01,116.0
2010-02-02,114.0
2010-02-03,116.0
2010-02-04,115.0
2010-02-05,113.0
2010-02-08,113.0
2010-02-09,114.0
2010-02-10,116.0
2010-02-11,114.0
2010-02-15,116.0
2010-02-16,114.0
2010-02-17,116.0
2010-02-18,115.0
